Survey_Date,Age,Gender,Region,Industry,Job_Role,Work_Arrangement,Hours_Per_Week,Mental_Health_Status,Burnout_Level,Work_Life_Balance_Score,Physical_Health_Issues,Social_Isolation_Score,Salary_Range
2025-06-02,56,Male,Asia,Manufacturing,Consultant,Hybrid,55,None,Medium,4,Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-03,62,Female,South America,Finance,Sales Representative,Hybrid,41,Stress Disorder,Medium,2,Eye Strain,2,$60K-80K
2025-06-03,47,Female,Africa,Professional Services,Social Media Manager,Remote,60,Depression,Low,4,Shoulder Pain,5,$40K-60K
2025-06-03,36,Male,South America,Finance,Project Manager,Onsite,58,None,High,3,Eye Strain,1,$120K+
2025-06-03,50,Male,Africa,Professional Services,Software Engineer,Onsite,43,PTSD,High,2,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,2,$100K-120K
2025-06-03,61,Male,North America,Professional Services,Operations Manager,Onsite,50,None,Low,3,Back Pain; Shoulder Pain; Eye Strain,5,$40K-60K
2025-06-03,35,Female,Africa,Professional Services,HR Manager,Hybrid,39,Stress Disorder,Medium,3,Back Pain; Shoulder Pain,5,$60K-80K
2025-06-03,57,Female,South America,Customer Service,Quality Assurance,Onsite,61,Stress Disorder,Low,2,Eye Strain,2,$80K-100K
2025-06-03,33,Male,Asia,Finance,Customer Service Manager,Hybrid,55,PTSD,High,1,Back Pain; Neck Pain,4,$60K-80K
2025-06-03,36,Male,North America,Education,Research Scientist,Onsite,64,Burnout,Medium,3,Shoulder Pain,3,$80K-100K
2025-06-03,44,Male,Oceania,Manufacturing,Customer Service Manager,Hybrid,35,Depression,High,5,None,2,$60K-80K
2025-06-03,44,Female,North America,Professional Services,Research Scientist,Remote,56,PTSD,High,4,Back Pain,3,$80K-100K
2025-06-03,63,Male,North America,Education,Digital Marketing Specialist,Onsite,54,Burnout,High,2,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,1,$60K-80K
2025-06-03,62,Female,Africa,Professional Services,Marketing Specialist,Hybrid,45,PTSD,Medium,4,Back Pain; Shoulder Pain; Wrist Pain,3,$60K-80K
2025-06-03,61,Female,North America,Education,Financial Analyst,Onsite,49,Burnout,Low,2,Shoulder Pain; Eye Strain,2,$100K-120K
2025-06-03,62,Female,Asia,Marketing,IT Support,Onsite,37,Anxiety,Low,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,2,$40K-60K
2025-06-03,58,Male,Oceania,Manufacturing,Account Manager,Onsite,54,PTSD,High,1,Shoulder Pain; Eye Strain,5,$80K-100K
2025-06-03,45,Non-binary,Asia,Education,HR Manager,Remote,53,None,High,4,Shoulder Pain,1,$60K-80K
2025-06-03,26,Female,Oceania,Healthcare,Consultant,Onsite,50,Anxiety,Low,4,Neck Pain; Wrist Pain,1,$60K-80K
2025-06-03,32,Female,Europe,Technology,Quality Assurance,Remote,59,PTSD,Medium,3,Shoulder Pain; Eye Strain,5,$40K-60K
2025-06-03,65,Female,Asia,Technology,Operations Manager,Hybrid,55,Stress Disorder,Low,5,Back Pain; Eye Strain,2,$80K-100K
2025-06-03,27,Male,Asia,Professional Services,Social Media Manager,Hybrid,36,Depression,Low,4,Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-03,56,Male,Europe,Retail,Software Engineer,Onsite,53,Burnout,High,3,Back Pain,3,$100K-120K
2025-06-03,39,Female,North America,Professional Services,Technical Writer,Hybrid,65,None,Medium,3,Back Pain; Shoulder Pain; Eye Strain,3,$80K-100K
2025-06-03,44,Male,Oceania,Marketing,Product Manager,Onsite,64,Stress Disorder,High,3,Back Pain; Shoulder Pain,2,$80K-100K
2025-06-03,64,Male,North America,Manufacturing,Data Analyst,Hybrid,56,Depression,High,2,Shoulder Pain; Eye Strain,1,$80K-100K
2025-06-03,43,Male,Europe,Manufacturing,Project Manager,Hybrid,37,None,High,2,Eye Strain,3,$60K-80K
2025-06-03,23,Male,Oceania,Education,Marketing Specialist,Remote,59,None,Medium,5,Back Pain; Shoulder Pain; Eye Strain,4,$80K-100K
2025-06-03,61,Female,South America,Marketing,Social Media Manager,Onsite,62,None,High,2,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,1,$60K-80K
2025-06-03,38,Male,Oceania,Customer Service,Data Scientist,Onsite,40,None,High,3,Back Pain; Eye Strain; Wrist Pain,1,$80K-100K
2025-06-03,37,Male,Oceania,Professional Services,Data Scientist,Onsite,59,None,High,1,Back Pain; Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-03,22,Male,Asia,Technology,Sales Representative,Remote,39,None,High,3,Eye Strain; Neck Pain,1,$60K-80K
2025-06-03,24,Male,Asia,Education,Sales Representative,Onsite,58,PTSD,Medium,3,Shoulder Pain; Eye Strain,1,$60K-80K
2025-06-03,30,Male,Europe,Professional Services,Technical Writer,Onsite,40,Burnout,High,2,Back Pain; Neck Pain; Wrist Pain,2,$80K-100K
2025-06-03,32,Female,Asia,Healthcare,Quality Assurance,Hybrid,45,Burnout,Medium,4,Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-03,39,Female,Asia,Professional Services,UX Designer,Onsite,55,Anxiety,High,2,Back Pain; Eye Strain,3,$80K-100K
2025-06-03,22,Female,Africa,Retail,Digital Marketing Specialist,Onsite,61,None,Low,4,Shoulder Pain; Eye Strain,3,$80K-100K
2025-06-03,62,Female,Europe,Customer Service,Marketing Specialist,Onsite,49,ADHD,Low,5,None,4,$120K+
2025-06-03,46,Female,North America,Finance,Technical Writer,Onsite,50,None,High,3,Shoulder Pain; Eye Strain,2,$40K-60K
2025-06-03,43,Male,Asia,Manufacturing,Financial Analyst,Onsite,51,None,Medium,1,Eye Strain; Wrist Pain,2,$100K-120K
2025-06-03,34,Male,Africa,Technology,Consultant,Hybrid,45,Anxiety,High,2,None,2,$60K-80K
2025-06-03,43,Non-binary,Europe,Finance,Consultant,Onsite,56,None,Medium,4,Back Pain; Shoulder Pain; Neck Pain,3,$100K-120K
2025-06-03,34,Female,North America,Finance,Data Scientist,Onsite,36,PTSD,High,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,4,$100K-120K
2025-06-03,30,Female,Oceania,Finance,IT Support,Onsite,42,Anxiety,High,5,Back Pain,5,$60K-80K
2025-06-03,39,Female,North America,Marketing,Research Scientist,Onsite,45,Depression,Medium,3,Back Pain; Shoulder Pain,3,$60K-80K
2025-06-03,61,Male,Europe,Technology,Sales Representative,Hybrid,55,ADHD,Low,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-03,53,Male,Oceania,Manufacturing,Digital Marketing Specialist,Hybrid,60,None,Medium,5,Shoulder Pain; Eye Strain,3,$80K-100K
2025-06-03,59,Female,North America,Professional Services,Executive Assistant,Hybrid,58,Stress Disorder,Low,5,Eye Strain; Wrist Pain,3,$80K-100K
2025-06-03,56,Female,Europe,Finance,Consultant,Onsite,60,Burnout,Low,4,Shoulder Pain; Eye Strain,1,$60K-80K
2025-06-03,48,Male,Africa,Customer Service,Data Scientist,Onsite,38,PTSD,Low,3,Back Pain; Eye Strain,1,$80K-100K
2025-06-03,60,Male,Europe,Healthcare,Data Scientist,Hybrid,56,PTSD,High,4,Back Pain,2,$100K-120K
2025-06-03,43,Female,Oceania,Finance,Executive Assistant,Hybrid,52,Anxiety,Low,2,Back Pain; Shoulder Pain; Neck Pain,3,$100K-120K
2025-06-03,65,Male,Europe,Technology,Marketing Specialist,Hybrid,59,None,Medium,3,Back Pain; Shoulder Pain; Eye Strain,3,$80K-100K
2025-06-03,48,Female,South America,Technology,Product Manager,Remote,53,ADHD,Low,1,None,4,$100K-120K
2025-06-03,46,Female,Africa,Professional Services,Technical Writer,Onsite,65,Stress Disorder,Medium,3,Wrist Pain,2,$40K-60K
2025-06-03,22,Male,South America,Finance,Account Manager,Onsite,40,Burnout,Low,3,Eye Strain; Neck Pain,3,$80K-100K
2025-06-03,58,Female,Europe,Manufacturing,Marketing Specialist,Onsite,53,None,High,4,Back Pain,1,$80K-100K
2025-06-03,54,Male,Africa,Manufacturing,Software Engineer,Hybrid,49,None,High,5,Shoulder Pain,2,$80K-100K
2025-06-03,51,Male,Europe,Marketing,Technical Writer,Hybrid,54,None,Medium,3,Shoulder Pain; Eye Strain; Neck Pain,2,$40K-60K
2025-06-03,47,Male,Oceania,Technology,Social Media Manager,Onsite,55,None,Medium,5,Back Pain,2,$60K-80K
2025-06-03,47,Male,North America,Technology,HR Manager,Remote,37,ADHD,Medium,1,Wrist Pain,5,$60K-80K
2025-06-03,43,Female,Asia,Finance,Account Manager,Onsite,52,Stress Disorder,Medium,4,None,3,$80K-100K
2025-06-03,62,Male,Europe,Finance,Social Media Manager,Onsite,44,Depression,Medium,4,Back Pain; Shoulder Pain; Eye Strain,5,$60K-80K
2025-06-03,50,Female,Africa,Professional Services,Account Manager,Onsite,48,Depression,Low,3,Shoulder Pain; Neck Pain,3,$60K-80K
2025-06-03,32,Female,South America,Manufacturing,Operations Manager,Onsite,65,Burnout,Medium,1,Back Pain,2,$80K-100K
2025-06-03,54,Male,South America,Marketing,Business Analyst,Hybrid,43,Burnout,Low,3,Shoulder Pain; Eye Strain; Wrist Pain,3,$80K-100K
2025-06-03,54,Male,Europe,Professional Services,IT Support,Onsite,62,None,Low,5,None,2,$40K-60K
2025-06-03,56,Male,South America,Professional Services,Operations Manager,Onsite,41,Stress Disorder,Low,1,Neck Pain,5,$60K-80K
2025-06-03,39,Male,North America,Manufacturing,Account Manager,Hybrid,42,PTSD,High,3,Shoulder Pain; Neck Pain,1,$60K-80K
2025-06-03,43,Male,Africa,Manufacturing,Social Media Manager,Remote,44,ADHD,Low,2,Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-03,55,Female,Oceania,Healthcare,Marketing Specialist,Onsite,36,Anxiety,High,3,Back Pain; Wrist Pain,3,$60K-80K
2025-06-03,33,Male,Oceania,Healthcare,Data Scientist,Onsite,64,Burnout,Low,3,Back Pain; Shoulder Pain; Eye Strain,5,$80K-100K
2025-06-03,61,Female,South America,Professional Services,Project Manager,Hybrid,50,Depression,Medium,1,Back Pain; Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-03,63,Female,North America,Customer Service,UX Designer,Onsite,40,None,Medium,5,Eye Strain,1,$80K-100K
2025-06-03,28,Male,North America,Professional Services,Consultant,Onsite,58,Depression,Low,4,Back Pain; Shoulder Pain,2,$100K-120K
2025-06-03,41,Male,South America,Technology,Research Scientist,Remote,49,Stress Disorder,Medium,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$40K-60K
2025-06-03,62,Male,North America,Healthcare,Product Manager,Onsite,55,Depression,Medium,1,Back Pain; Shoulder Pain,3,$100K-120K
2025-06-03,31,Female,Oceania,Technology,Data Analyst,Hybrid,49,Depression,Low,1,Back Pain; Neck Pain,4,$60K-80K
2025-06-03,63,Male,Africa,Finance,Account Manager,Onsite,45,ADHD,Low,5,Back Pain; Eye Strain,3,$60K-80K
2025-06-03,61,Male,South America,Professional Services,Customer Service Manager,Onsite,52,Burnout,Medium,4,Shoulder Pain,5,$80K-100K
2025-06-03,31,Male,Africa,Customer Service,Operations Manager,Onsite,42,Anxiety,Medium,2,None,4,$60K-80K
2025-06-03,42,Non-binary,North America,Healthcare,DevOps Engineer,Onsite,44,Stress Disorder,Medium,3,Back Pain; Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-03,22,Male,North America,Manufacturing,IT Support,Hybrid,41,Stress Disorder,Medium,1,Shoulder Pain,3,$60K-80K
2025-06-03,63,Male,Africa,Customer Service,Software Engineer,Remote,64,None,Medium,4,None,4,$80K-100K
2025-06-03,44,Male,Europe,Professional Services,Business Analyst,Onsite,53,None,Medium,4,Back Pain,3,$80K-100K
2025-06-03,60,Female,North America,Healthcare,Operations Manager,Onsite,42,ADHD,High,1,Back Pain; Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-03,55,Male,Africa,Healthcare,Digital Marketing Specialist,Remote,54,Depression,Medium,3,Shoulder Pain; Eye Strain,5,$120K+
2025-06-03,24,Male,South America,Technology,Data Analyst,Hybrid,56,ADHD,Low,3,Back Pain; Eye Strain; Wrist Pain,2,$120K+
2025-06-03,23,Female,Asia,Professional Services,Quality Assurance,Onsite,60,Depression,Medium,4,Back Pain; Neck Pain,1,$60K-80K
2025-06-03,49,Male,North America,Finance,Data Scientist,Hybrid,64,None,Medium,4,Back Pain; Shoulder Pain; Eye Strain,4,$80K-100K
2025-06-03,61,Female,South America,Finance,Technical Writer,Onsite,62,Depression,Medium,3,Back Pain,1,$80K-100K
2025-06-03,22,Female,Europe,Retail,Project Manager,Onsite,36,Anxiety,Medium,5,Back Pain; Shoulder Pain; Eye Strain,4,$100K-120K
2025-06-03,26,Female,Asia,Finance,Executive Assistant,Onsite,47,Anxiety,Medium,3,Shoulder Pain; Eye Strain; Neck Pain,4,$60K-80K
2025-06-03,40,Female,Asia,Manufacturing,Executive Assistant,Hybrid,42,ADHD,High,3,None,3,$80K-100K
2025-06-03,25,Male,Asia,Manufacturing,Executive Assistant,Hybrid,47,Stress Disorder,Medium,2,Back Pain,3,$120K+
2025-06-03,23,Male,Asia,Professional Services,HR Manager,Onsite,64,PTSD,Low,4,Shoulder Pain; Wrist Pain,2,$100K-120K
2025-06-03,32,Male,Africa,Customer Service,Data Scientist,Hybrid,49,None,Medium,4,Back Pain; Wrist Pain,3,$80K-100K
2025-06-03,55,Non-binary,South America,Finance,DevOps Engineer,Hybrid,58,None,Low,2,Shoulder Pain,1,$80K-100K
2025-06-03,24,Female,Oceania,Technology,Quality Assurance,Remote,65,PTSD,High,3,Back Pain,4,$40K-60K
2025-06-03,43,Male,South America,Education,Research Scientist,Onsite,48,None,High,4,Back Pain; Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-03,46,Female,Africa,Manufacturing,UX Designer,Onsite,60,None,Medium,3,Shoulder Pain; Eye Strain,3,$120K+
2025-06-03,47,Female,North America,Professional Services,Account Manager,Onsite,42,ADHD,High,4,Back Pain; Eye Strain,4,$80K-100K
2025-06-03,22,Female,Africa,Technology,Executive Assistant,Hybrid,52,Anxiety,Medium,4,Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-03,64,Female,North America,Technology,Product Manager,Remote,45,Burnout,High,2,Eye Strain,1,$60K-80K
2025-06-03,36,Female,Africa,Customer Service,UX Designer,Hybrid,61,Stress Disorder,Medium,1,Shoulder Pain; Eye Strain; Neck Pain,2,$80K-100K
2025-06-03,36,Female,Oceania,Marketing,Business Analyst,Onsite,39,Burnout,High,3,Back Pain; Shoulder Pain; Neck Pain,3,$100K-120K
2025-06-03,50,Male,Europe,Manufacturing,Marketing Specialist,Remote,56,Stress Disorder,Medium,4,Back Pain; Neck Pain,4,$100K-120K
2025-06-03,59,Male,Europe,Professional Services,Project Manager,Onsite,42,None,Medium,4,Back Pain; Eye Strain,2,$60K-80K
2025-06-03,45,Female,North America,Marketing,Technical Writer,Onsite,64,ADHD,Medium,4,Back Pain; Wrist Pain,1,$40K-60K
2025-06-03,22,Female,Europe,Technology,Content Writer,Onsite,49,Stress Disorder,Low,3,Back Pain,2,$60K-80K
2025-06-03,56,Female,South America,Professional Services,Content Writer,Onsite,50,ADHD,Low,2,Back Pain; Neck Pain,2,$60K-80K
2025-06-03,58,Female,North America,Manufacturing,Operations Manager,Remote,50,ADHD,High,2,Eye Strain; Neck Pain,3,$80K-100K
2025-06-03,50,Male,Africa,Finance,Product Manager,Hybrid,38,Anxiety,Medium,4,Back Pain; Shoulder Pain,2,$40K-60K
2025-06-03,28,Female,Oceania,Technology,Financial Analyst,Onsite,55,ADHD,High,2,Eye Strain,2,$60K-80K
2025-06-03,45,Male,South America,Healthcare,Content Writer,Onsite,64,Stress Disorder,Medium,3,Back Pain; Shoulder Pain; Neck Pain,3,$60K-80K
2025-06-03,25,Female,Europe,Customer Service,Digital Marketing Specialist,Onsite,48,Anxiety,Medium,4,Back Pain; Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-03,52,Male,North America,Education,Financial Analyst,Onsite,38,None,Medium,4,None,1,$100K-120K
2025-06-03,62,Female,Oceania,Education,DevOps Engineer,Hybrid,36,Stress Disorder,Medium,1,Back Pain; Shoulder Pain,4,$100K-120K
2025-06-03,37,Female,South America,Professional Services,Financial Analyst,Onsite,37,Depression,High,3,Eye Strain,2,$60K-80K
2025-06-03,64,Female,Europe,Marketing,Marketing Specialist,Hybrid,42,Anxiety,Medium,3,Neck Pain,4,$60K-80K
2025-06-03,23,Female,Asia,Technology,Customer Service Manager,Hybrid,40,None,High,4,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,4,$60K-80K
2025-06-03,62,Female,Europe,Healthcare,Software Engineer,Hybrid,43,None,Low,4,Eye Strain; Neck Pain,3,$40K-60K
2025-06-03,36,Female,North America,Retail,Sales Representative,Onsite,56,Burnout,Low,5,None,3,$80K-100K
2025-06-03,35,Female,South America,Manufacturing,UX Designer,Remote,64,PTSD,High,1,Back Pain; Neck Pain,3,$120K+
2025-06-03,58,Male,Europe,Healthcare,Content Writer,Onsite,56,Depression,Medium,1,Shoulder Pain; Eye Strain,1,$120K+
2025-06-03,62,Female,South America,Manufacturing,Social Media Manager,Hybrid,46,PTSD,Medium,1,Shoulder Pain,4,$100K-120K
2025-06-04,61,Female,South America,Manufacturing,Business Analyst,Onsite,41,PTSD,Medium,3,None,3,$60K-80K
2025-06-04,40,Female,Europe,Technology,UX Designer,Hybrid,44,Burnout,Medium,3,Back Pain; Shoulder Pain,1,$80K-100K
2025-06-04,25,Female,North America,Finance,Social Media Manager,Remote,48,Depression,Medium,3,Eye Strain,5,$100K-120K
2025-06-04,42,Non-binary,Africa,Finance,Research Scientist,Hybrid,55,Depression,Medium,1,None,3,$80K-100K
2025-06-04,44,Female,South America,Professional Services,Content Writer,Onsite,55,Burnout,Medium,4,Back Pain; Shoulder Pain,3,$60K-80K
2025-06-04,49,Female,Africa,Manufacturing,HR Manager,Onsite,49,PTSD,High,3,Back Pain; Shoulder Pain; Neck Pain,5,$40K-60K
2025-06-04,22,Female,North America,Education,Content Writer,Onsite,40,Anxiety,Medium,3,Back Pain; Eye Strain,2,$80K-100K
2025-06-04,26,Male,Europe,Finance,Social Media Manager,Hybrid,38,None,Low,1,Shoulder Pain,4,$80K-100K
2025-06-04,36,Female,South America,Finance,Technical Writer,Hybrid,49,Anxiety,High,1,Back Pain; Eye Strain; Neck Pain; Wrist Pain,3,$80K-100K
2025-06-04,50,Female,South America,Finance,Customer Service Manager,Onsite,63,PTSD,Medium,2,Shoulder Pain,2,$80K-100K
2025-06-04,51,Female,Asia,Technology,UX Designer,Hybrid,41,Burnout,High,2,Back Pain,3,$80K-100K
2025-06-04,26,Male,Europe,Healthcare,Executive Assistant,Hybrid,48,None,High,2,Shoulder Pain; Eye Strain,2,$120K+
2025-06-04,64,Female,South America,Healthcare,Software Engineer,Onsite,43,ADHD,High,3,Eye Strain,3,$100K-120K
2025-06-04,56,Male,Oceania,Manufacturing,Data Scientist,Onsite,56,None,Medium,2,Back Pain; Shoulder Pain,2,$80K-100K
2025-06-04,57,Male,North America,Education,Digital Marketing Specialist,Hybrid,58,None,Medium,2,Neck Pain,3,$100K-120K
2025-06-04,63,Male,Africa,Manufacturing,Business Analyst,Hybrid,55,None,Medium,4,Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-04,26,Female,North America,Manufacturing,Business Analyst,Hybrid,64,None,High,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$40K-60K
2025-06-04,33,Male,South America,Retail,Project Manager,Onsite,43,Anxiety,Medium,3,Back Pain; Shoulder Pain; Eye Strain,1,$60K-80K
2025-06-04,45,Male,Oceania,Education,Data Analyst,Hybrid,61,None,High,3,Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-04,30,Male,Asia,Healthcare,DevOps Engineer,Hybrid,57,Burnout,Low,4,Back Pain; Shoulder Pain; Eye Strain,4,$100K-120K
2025-06-04,65,Female,Asia,Professional Services,Quality Assurance,Onsite,65,Stress Disorder,Low,1,Neck Pain; Wrist Pain,3,$100K-120K
2025-06-04,33,Female,Asia,Retail,Technical Writer,Onsite,40,ADHD,Medium,1,Shoulder Pain,1,$60K-80K
2025-06-04,46,Male,Africa,Marketing,IT Support,Hybrid,54,Burnout,Low,2,Back Pain; Shoulder Pain,1,$80K-100K
2025-06-04,26,Female,Africa,Finance,Project Manager,Onsite,53,None,Medium,3,Neck Pain,3,$40K-60K
2025-06-04,50,Female,North America,Manufacturing,Executive Assistant,Onsite,64,None,Medium,3,Back Pain; Neck Pain,3,$80K-100K
2025-06-04,64,Male,Asia,Professional Services,Digital Marketing Specialist,Onsite,42,PTSD,High,3,Shoulder Pain; Eye Strain,1,$80K-100K
2025-06-04,45,Male,North America,Retail,DevOps Engineer,Remote,35,Depression,High,2,None,2,$60K-80K
2025-06-04,35,Female,Asia,Technology,Project Manager,Onsite,56,PTSD,Low,4,Back Pain; Wrist Pain,3,$80K-100K
2025-06-04,43,Female,North America,Education,Technical Writer,Onsite,51,Burnout,Medium,5,Shoulder Pain; Eye Strain,1,$80K-100K
2025-06-04,65,Male,South America,Finance,Consultant,Hybrid,64,Depression,Medium,3,Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-04,25,Female,Asia,Marketing,Marketing Specialist,Hybrid,47,Burnout,High,4,Shoulder Pain; Neck Pain,2,$60K-80K
2025-06-04,55,Male,Oceania,Manufacturing,Account Manager,Remote,41,None,High,3,Back Pain; Shoulder Pain; Eye Strain,4,$80K-100K
2025-06-04,51,Male,Oceania,Manufacturing,Technical Writer,Hybrid,49,Stress Disorder,Low,3,Shoulder Pain; Neck Pain,2,$60K-80K
2025-06-04,35,Prefer not to say,Africa,Education,IT Support,Onsite,63,None,Low,5,None,2,$40K-60K
2025-06-04,52,Male,Asia,Healthcare,Customer Service Manager,Hybrid,54,Stress Disorder,High,3,Back Pain,1,$100K-120K
2025-06-04,32,Male,South America,Customer Service,Account Manager,Onsite,35,None,High,3,Back Pain; Shoulder Pain,3,$60K-80K
2025-06-04,64,Female,Africa,Marketing,Product Manager,Remote,60,PTSD,High,3,Shoulder Pain; Wrist Pain,3,$80K-100K
2025-06-04,56,Female,North America,Professional Services,Project Manager,Onsite,39,None,Medium,1,Eye Strain,3,$80K-100K
2025-06-04,31,Male,Europe,Professional Services,Business Analyst,Onsite,60,None,Low,3,Back Pain; Shoulder Pain; Eye Strain,5,$60K-80K
2025-06-04,29,Female,Africa,Healthcare,Project Manager,Onsite,65,None,Medium,4,Back Pain; Shoulder Pain,5,$80K-100K
2025-06-04,23,Male,Europe,Education,Executive Assistant,Onsite,55,None,Low,3,Shoulder Pain; Wrist Pain,3,$100K-120K
2025-06-04,35,Male,Africa,Professional Services,Product Manager,Onsite,55,PTSD,Low,2,Back Pain; Eye Strain; Neck Pain,4,$100K-120K
2025-06-04,33,Female,South America,Education,Data Scientist,Remote,42,None,Medium,3,Back Pain; Shoulder Pain,3,$120K+
2025-06-04,35,Female,North America,Professional Services,Technical Writer,Onsite,57,Burnout,Medium,2,Eye Strain; Neck Pain,1,$40K-60K
2025-06-04,58,Female,South America,Manufacturing,DevOps Engineer,Hybrid,44,None,Medium,3,Shoulder Pain; Eye Strain; Wrist Pain,3,$60K-80K
2025-06-04,39,Female,Europe,Manufacturing,UX Designer,Hybrid,50,ADHD,High,2,Eye Strain; Wrist Pain,3,$40K-60K
2025-06-04,28,Female,Asia,Finance,Digital Marketing Specialist,Hybrid,39,PTSD,High,4,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-04,31,Male,Oceania,Customer Service,Executive Assistant,Onsite,46,Anxiety,High,3,Shoulder Pain; Eye Strain,2,$40K-60K
2025-06-04,47,Male,Africa,Finance,HR Manager,Onsite,45,Stress Disorder,High,1,Back Pain; Eye Strain,5,$60K-80K
2025-06-04,56,Male,Africa,Technology,Operations Manager,Hybrid,59,None,Medium,4,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,4,$40K-60K
2025-06-04,33,Female,North America,Professional Services,Data Analyst,Hybrid,59,ADHD,Medium,3,Shoulder Pain,2,$40K-60K
2025-06-04,65,Female,North America,Manufacturing,Financial Analyst,Hybrid,51,None,Low,3,Shoulder Pain; Eye Strain,5,$60K-80K
2025-06-04,48,Female,South America,Manufacturing,DevOps Engineer,Hybrid,45,None,Medium,2,Back Pain; Shoulder Pain; Neck Pain,3,$100K-120K
2025-06-04,43,Male,Oceania,Finance,Research Scientist,Hybrid,42,Depression,Medium,4,Back Pain; Eye Strain,2,$60K-80K
2025-06-04,50,Male,Oceania,Finance,UX Designer,Remote,57,None,High,4,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,3,$60K-80K
2025-06-04,54,Female,North America,Manufacturing,Digital Marketing Specialist,Hybrid,63,Stress Disorder,Medium,2,Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-04,46,Male,Asia,Professional Services,UX Designer,Hybrid,55,ADHD,Low,2,Back Pain,4,$80K-100K
2025-06-04,30,Female,North America,Professional Services,Product Manager,Onsite,43,None,Medium,3,Shoulder Pain; Wrist Pain,5,$80K-100K
2025-06-04,49,Female,Asia,Technology,Technical Writer,Hybrid,59,ADHD,High,3,Back Pain,2,$40K-60K
2025-06-04,36,Female,Asia,Marketing,Operations Manager,Remote,56,None,Medium,3,Back Pain; Eye Strain; Neck Pain,5,$100K-120K
2025-06-04,62,Female,Africa,Technology,IT Support,Hybrid,52,None,Medium,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,5,$100K-120K
2025-06-04,51,Female,North America,Retail,Sales Representative,Onsite,39,Depression,Medium,5,Neck Pain,2,$100K-120K
2025-06-04,51,Female,Europe,Healthcare,Content Writer,Onsite,53,None,High,1,None,4,$60K-80K
2025-06-04,37,Male,Africa,Customer Service,Quality Assurance,Hybrid,55,PTSD,Low,2,Eye Strain,4,$80K-100K
2025-06-04,50,Male,South America,Education,Customer Service Manager,Onsite,41,None,Low,2,Back Pain,4,$60K-80K
2025-06-04,64,Female,Europe,Marketing,IT Support,Hybrid,44,Anxiety,Medium,1,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,2,$40K-60K
2025-06-04,59,Female,Asia,Marketing,IT Support,Hybrid,55,Anxiety,Medium,3,Back Pain; Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-04,46,Male,North America,Professional Services,Operations Manager,Hybrid,45,Stress Disorder,Medium,1,Neck Pain,3,$60K-80K
2025-06-04,33,Prefer not to say,North America,Professional Services,Software Engineer,Remote,46,Anxiety,High,1,Eye Strain; Wrist Pain,3,$60K-80K
2025-06-04,61,Male,Europe,Manufacturing,UX Designer,Onsite,56,Anxiety,High,4,Back Pain,5,$40K-60K
2025-06-04,58,Male,Oceania,Manufacturing,Data Analyst,Onsite,55,ADHD,Medium,3,Back Pain; Eye Strain; Neck Pain,2,$60K-80K
2025-06-04,49,Female,Asia,Retail,Content Writer,Onsite,49,Burnout,Low,2,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$80K-100K
2025-06-04,28,Non-binary,Africa,Manufacturing,Account Manager,Hybrid,58,Burnout,Low,5,Back Pain,4,$80K-100K
2025-06-04,48,Female,Oceania,Professional Services,Account Manager,Onsite,59,None,Medium,2,Eye Strain,3,$100K-120K
2025-06-04,36,Female,Africa,Healthcare,Social Media Manager,Hybrid,41,Stress Disorder,Medium,3,Shoulder Pain; Eye Strain,1,$60K-80K
2025-06-04,27,Male,North America,Professional Services,Financial Analyst,Hybrid,55,Depression,Medium,3,Shoulder Pain; Eye Strain,3,$80K-100K
